upstream_symbol	value	declaration_names	runtime_reverse_name	classification_markers	source_locations	moonbit_implementation	test_location	status
SyntaxKind[175]	175	MethodDeclaration	MethodDeclaration		MethodDeclaration@src/compiler/types.ts:241	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[176]	176	ClassStaticBlockDeclaration	ClassStaticBlockDeclaration		ClassStaticBlockDeclaration@src/compiler/types.ts:242	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[177]	177	Constructor	Constructor		Constructor@src/compiler/types.ts:243	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[178]	178	GetAccessor	GetAccessor		GetAccessor@src/compiler/types.ts:244	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[179]	179	SetAccessor	SetAccessor		SetAccessor@src/compiler/types.ts:245	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[180]	180	CallSignature	CallSignature		CallSignature@src/compiler/types.ts:246	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[181]	181	ConstructSignature	ConstructSignature		ConstructSignature@src/compiler/types.ts:247	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[182]	182	IndexSignature	IndexSignature		IndexSignature@src/compiler/types.ts:248	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[183]	183	TypePredicate	FirstTypeNode	FirstTypeNode	TypePredicate@src/compiler/types.ts:250, FirstTypeNode@src/compiler/types.ts:469	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[184]	184	TypeReference	TypeReference		TypeReference@src/compiler/types.ts:251	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[185]	185	FunctionType	FunctionType		FunctionType@src/compiler/types.ts:252	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[186]	186	ConstructorType	ConstructorType		ConstructorType@src/compiler/types.ts:253	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[187]	187	TypeQuery	TypeQuery		TypeQuery@src/compiler/types.ts:254	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[188]	188	TypeLiteral	TypeLiteral		TypeLiteral@src/compiler/types.ts:255	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[189]	189	ArrayType	ArrayType		ArrayType@src/compiler/types.ts:256	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[190]	190	TupleType	TupleType		TupleType@src/compiler/types.ts:257	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[191]	191	OptionalType	OptionalType		OptionalType@src/compiler/types.ts:258	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[192]	192	RestType	RestType		RestType@src/compiler/types.ts:259	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[193]	193	UnionType	UnionType		UnionType@src/compiler/types.ts:260	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[194]	194	IntersectionType	IntersectionType		IntersectionType@src/compiler/types.ts:261	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[195]	195	ConditionalType	ConditionalType		ConditionalType@src/compiler/types.ts:262	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[196]	196	InferType	InferType		InferType@src/compiler/types.ts:263	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[197]	197	ParenthesizedType	ParenthesizedType		ParenthesizedType@src/compiler/types.ts:264	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[198]	198	ThisType	ThisType		ThisType@src/compiler/types.ts:265	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[199]	199	TypeOperator	TypeOperator		TypeOperator@src/compiler/types.ts:266	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[200]	200	IndexedAccessType	IndexedAccessType		IndexedAccessType@src/compiler/types.ts:267	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[201]	201	MappedType	MappedType		MappedType@src/compiler/types.ts:268	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[202]	202	LiteralType	LiteralType		LiteralType@src/compiler/types.ts:269	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[203]	203	NamedTupleMember	NamedTupleMember		NamedTupleMember@src/compiler/types.ts:270	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[204]	204	TemplateLiteralType	TemplateLiteralType		TemplateLiteralType@src/compiler/types.ts:271	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[205]	205	TemplateLiteralTypeSpan	TemplateLiteralTypeSpan		TemplateLiteralTypeSpan@src/compiler/types.ts:272	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[206]	206	ImportType	LastTypeNode	LastTypeNode	ImportType@src/compiler/types.ts:273, LastTypeNode@src/compiler/types.ts:470	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[207]	207	ObjectBindingPattern	ObjectBindingPattern		ObjectBindingPattern@src/compiler/types.ts:275	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[208]	208	ArrayBindingPattern	ArrayBindingPattern		ArrayBindingPattern@src/compiler/types.ts:276	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[209]	209	BindingElement	BindingElement		BindingElement@src/compiler/types.ts:277	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[210]	210	ArrayLiteralExpression	ArrayLiteralExpression		ArrayLiteralExpression@src/compiler/types.ts:279	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[211]	211	ObjectLiteralExpression	ObjectLiteralExpression		ObjectLiteralExpression@src/compiler/types.ts:280	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[212]	212	PropertyAccessExpression	PropertyAccessExpression		PropertyAccessExpression@src/compiler/types.ts:281	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[213]	213	ElementAccessExpression	ElementAccessExpression		ElementAccessExpression@src/compiler/types.ts:282	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[214]	214	CallExpression	CallExpression		CallExpression@src/compiler/types.ts:283	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[215]	215	NewExpression	NewExpression		NewExpression@src/compiler/types.ts:284	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[216]	216	TaggedTemplateExpression	TaggedTemplateExpression		TaggedTemplateExpression@src/compiler/types.ts:285	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[217]	217	TypeAssertionExpression	TypeAssertionExpression		TypeAssertionExpression@src/compiler/types.ts:286	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[218]	218	ParenthesizedExpression	ParenthesizedExpression		ParenthesizedExpression@src/compiler/types.ts:287	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[219]	219	FunctionExpression	FunctionExpression		FunctionExpression@src/compiler/types.ts:288	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[220]	220	ArrowFunction	ArrowFunction		ArrowFunction@src/compiler/types.ts:289	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[221]	221	DeleteExpression	DeleteExpression		DeleteExpression@src/compiler/types.ts:290	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[222]	222	TypeOfExpression	TypeOfExpression		TypeOfExpression@src/compiler/types.ts:291	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[223]	223	VoidExpression	VoidExpression		VoidExpression@src/compiler/types.ts:292	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[224]	224	AwaitExpression	AwaitExpression		AwaitExpression@src/compiler/types.ts:293	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[225]	225	PrefixUnaryExpression	PrefixUnaryExpression		PrefixUnaryExpression@src/compiler/types.ts:294	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[226]	226	PostfixUnaryExpression	PostfixUnaryExpression		PostfixUnaryExpression@src/compiler/types.ts:295	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[227]	227	BinaryExpression	BinaryExpression		BinaryExpression@src/compiler/types.ts:296	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[228]	228	ConditionalExpression	ConditionalExpression		ConditionalExpression@src/compiler/types.ts:297	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[229]	229	TemplateExpression	TemplateExpression		TemplateExpression@src/compiler/types.ts:298	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[230]	230	YieldExpression	YieldExpression		YieldExpression@src/compiler/types.ts:299	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[231]	231	SpreadElement	SpreadElement		SpreadElement@src/compiler/types.ts:300	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[232]	232	ClassExpression	ClassExpression		ClassExpression@src/compiler/types.ts:301	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[233]	233	OmittedExpression	OmittedExpression		OmittedExpression@src/compiler/types.ts:302	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[234]	234	ExpressionWithTypeArguments	ExpressionWithTypeArguments		ExpressionWithTypeArguments@src/compiler/types.ts:303	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[235]	235	AsExpression	AsExpression		AsExpression@src/compiler/types.ts:304	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[236]	236	NonNullExpression	NonNullExpression		NonNullExpression@src/compiler/types.ts:305	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[237]	237	MetaProperty	MetaProperty		MetaProperty@src/compiler/types.ts:306	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[238]	238	SyntheticExpression	SyntheticExpression		SyntheticExpression@src/compiler/types.ts:307	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[239]	239	SatisfiesExpression	SatisfiesExpression		SatisfiesExpression@src/compiler/types.ts:308	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[240]	240	TemplateSpan	TemplateSpan		TemplateSpan@src/compiler/types.ts:311	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[241]	241	SemicolonClassElement	SemicolonClassElement		SemicolonClassElement@src/compiler/types.ts:312	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[242]	242	Block	Block		Block@src/compiler/types.ts:314	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[243]	243	EmptyStatement	EmptyStatement		EmptyStatement@src/compiler/types.ts:315	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[244]	244	VariableStatement	FirstStatement	FirstStatement	VariableStatement@src/compiler/types.ts:316, FirstStatement@src/compiler/types.ts:483	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[245]	245	ExpressionStatement	ExpressionStatement		ExpressionStatement@src/compiler/types.ts:317	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[246]	246	IfStatement	IfStatement		IfStatement@src/compiler/types.ts:318	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[247]	247	DoStatement	DoStatement		DoStatement@src/compiler/types.ts:319	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[248]	248	WhileStatement	WhileStatement		WhileStatement@src/compiler/types.ts:320	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[249]	249	ForStatement	ForStatement		ForStatement@src/compiler/types.ts:321	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[250]	250	ForInStatement	ForInStatement		ForInStatement@src/compiler/types.ts:322	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[251]	251	ForOfStatement	ForOfStatement		ForOfStatement@src/compiler/types.ts:323	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[252]	252	ContinueStatement	ContinueStatement		ContinueStatement@src/compiler/types.ts:324	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[253]	253	BreakStatement	BreakStatement		BreakStatement@src/compiler/types.ts:325	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[254]	254	ReturnStatement	ReturnStatement		ReturnStatement@src/compiler/types.ts:326	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[255]	255	WithStatement	WithStatement		WithStatement@src/compiler/types.ts:327	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[256]	256	SwitchStatement	SwitchStatement		SwitchStatement@src/compiler/types.ts:328	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[257]	257	LabeledStatement	LabeledStatement		LabeledStatement@src/compiler/types.ts:329	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[258]	258	ThrowStatement	ThrowStatement		ThrowStatement@src/compiler/types.ts:330	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[259]	259	TryStatement	TryStatement		TryStatement@src/compiler/types.ts:331	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[260]	260	DebuggerStatement	LastStatement	LastStatement	DebuggerStatement@src/compiler/types.ts:332, LastStatement@src/compiler/types.ts:484	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[261]	261	VariableDeclaration	VariableDeclaration		VariableDeclaration@src/compiler/types.ts:333	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[262]	262	VariableDeclarationList	VariableDeclarationList		VariableDeclarationList@src/compiler/types.ts:334	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[263]	263	FunctionDeclaration	FunctionDeclaration		FunctionDeclaration@src/compiler/types.ts:335	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[264]	264	ClassDeclaration	ClassDeclaration		ClassDeclaration@src/compiler/types.ts:336	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[265]	265	InterfaceDeclaration	InterfaceDeclaration		InterfaceDeclaration@src/compiler/types.ts:337	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[266]	266	TypeAliasDeclaration	TypeAliasDeclaration		TypeAliasDeclaration@src/compiler/types.ts:338	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[267]	267	EnumDeclaration	EnumDeclaration		EnumDeclaration@src/compiler/types.ts:339	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[268]	268	ModuleDeclaration	ModuleDeclaration		ModuleDeclaration@src/compiler/types.ts:340	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[269]	269	ModuleBlock	ModuleBlock		ModuleBlock@src/compiler/types.ts:341	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[270]	270	CaseBlock	CaseBlock		CaseBlock@src/compiler/types.ts:342	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[271]	271	NamespaceExportDeclaration	NamespaceExportDeclaration		NamespaceExportDeclaration@src/compiler/types.ts:343	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[272]	272	ImportEqualsDeclaration	ImportEqualsDeclaration		ImportEqualsDeclaration@src/compiler/types.ts:344	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[273]	273	ImportDeclaration	ImportDeclaration		ImportDeclaration@src/compiler/types.ts:345	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[274]	274	ImportClause	ImportClause		ImportClause@src/compiler/types.ts:346	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[275]	275	NamespaceImport	NamespaceImport		NamespaceImport@src/compiler/types.ts:347	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[276]	276	NamedImports	NamedImports		NamedImports@src/compiler/types.ts:348	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[277]	277	ImportSpecifier	ImportSpecifier		ImportSpecifier@src/compiler/types.ts:349	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[278]	278	ExportAssignment	ExportAssignment		ExportAssignment@src/compiler/types.ts:350	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[279]	279	ExportDeclaration	ExportDeclaration		ExportDeclaration@src/compiler/types.ts:351	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[280]	280	NamedExports	NamedExports		NamedExports@src/compiler/types.ts:352	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
